State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Common Pollutant,Pct Good Days,Pct Moderate Days,Pct Unhealthy for Sensitive Groups Days,Pct Unhealthy Days,Pct Very Unhealthy Days,Pct Hazardous Days
Indiana,Floyd,2012,366,216,128,18,4,0,0,197,82,46,0,0,152,4,210,0,PM2.5,0.5901639344262295,0.34972677595628415,0.04918032786885246,0.01092896174863388,0.0,0.0
Indiana,Fountain,2012,366,363,3,0,0,0,0,60,14,4,0,0,0,366,0,0,SO2,0.9918032786885246,0.00819672131147541,0.0,0.0,0.0,0.0
Indiana,Gibson,2012,365,342,19,4,0,0,0,113,36,6,0,0,0,365,0,0,SO2,0.936986301369863,0.052054794520547946,0.010958904109589041,0.0,0.0,0.0
Indiana,Greene,2012,241,137,85,18,1,0,0,151,100,48,0,0,169,0,72,0,Ozone,0.5684647302904564,0.35269709543568467,0.07468879668049792,0.004149377593360996,0.0,0.0
Indiana,Hamilton,2012,183,114,56,13,0,0,0,126,97,48,0,0,183,0,0,0,Ozone,0.6229508196721312,0.30601092896174864,0.07103825136612021,0.0,0.0,0.0
Indiana,Hancock,2012,182,160,21,1,0,0,0,105,54,40,0,0,182,0,0,0,Ozone,0.8791208791208791,0.11538461538461539,0.005494505494505495,0.0,0.0,0.0
Indiana,Hendricks,2012,182,122,56,4,0,0,0,143,80,45,0,0,182,0,0,0,Ozone,0.6703296703296703,0.3076923076923077,0.02197802197802198,0.0,0.0,0.0
Indiana,Henry,2012,119,88,31,0,0,0,0,73,60,35,0,0,0,0,119,0,PM2.5,0.7394957983193278,0.2605042016806723,0.0,0.0,0.0,0.0
Indiana,Howard,2012,11,8,3,0,0,0,0,58,56,33,0,0,0,0,11,0,PM2.5,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,0.0
Indiana,Huntington,2012,180,140,38,2,0,0,0,126,71,42,0,0,180,0,0,0,Ozone,0.7777777777777778,0.2111111111111111,0.011111111111111112,0.0,0.0,0.0
Indiana,Jackson,2012,148,124,23,1,0,0,0,119,61,42,0,0,148,0,0,0,Ozone,0.8378378378378378,0.1554054054054054,0.006756756756756757,0.0,0.0,0.0
Indiana,Jasper,2012,363,360,3,0,0,0,0,77,11,4,0,0,0,363,0,0,SO2,0.9917355371900827,0.008264462809917356,0.0,0.0,0.0,0.0
Indiana,Johnson,2012,182,109,64,9,0,0,0,140,90,47,0,0,182,0,0,0,Ozone,0.5989010989010989,0.3516483516483517,0.04945054945054945,0.0,0.0,0.0
Indiana,Knox,2012,351,263,63,25,0,0,0,136,87,39,0,0,351,0,0,0,Ozone,0.7492877492877493,0.1794871794871795,0.07122507122507123,0.0,0.0,0.0
Indiana,LaPorte,2012,366,277,64,18,4,3,0,214,87,35,0,0,172,128,66,0,Ozone,0.7568306010928961,0.17486338797814208,0.04918032786885246,0.01092896174863388,0.00819672131147541,0.0
Indiana,Lake,2012,366,149,196,18,3,0,0,179,90,54,0,7,89,12,235,23,PM2.5,0.40710382513661203,0.5355191256830601,0.04918032786885246,0.00819672131147541,0.0,0.0
Indiana,Madison,2012,352,206,136,9,1,0,0,151,80,47,0,0,148,0,204,0,PM2.5,0.5852272727272727,0.38636363636363635,0.02556818181818182,0.002840909090909091,0.0,0.0
Indiana,Marion,2012,366,88,251,23,4,0,0,169,97,61,0,1,100,33,232,0,PM2.5,0.24043715846994534,0.6857923497267759,0.06284153005464481,0.01092896174863388,0.0,0.0
Indiana,Monroe,2012,356,302,54,0,0,0,0,86,54,33,0,0,0,0,356,0,PM2.5,0.848314606741573,0.15168539325842698,0.0,0.0,0.0,0.0
Indiana,Morgan,2012,366,297,60,9,0,0,0,133,71,34,0,0,173,193,0,0,SO2,0.8114754098360656,0.16393442622950818,0.02459016393442623,0.0,0.0,0.0
Indiana,Perry,2012,183,96,66,19,2,0,0,166,108,49,0,0,183,0,0,0,Ozone,0.5245901639344263,0.36065573770491804,0.10382513661202186,0.01092896174863388,0.0,0.0
Indiana,Pike,2012,340,299,24,15,2,0,0,161,59,10,0,0,0,340,0,0,SO2,0.8794117647058823,0.07058823529411765,0.04411764705882353,0.0058823529411764705,0.0,0.0
Indiana,Porter,2012,366,183,172,7,3,1,0,206,82,51,0,0,117,12,205,32,PM2.5,0.5,0.46994535519125685,0.01912568306010929,0.00819672131147541,0.00273224043715847,0.0
Indiana,Posey,2012,153,113,38,2,0,0,0,108,71,43,0,0,153,0,0,0,Ozone,0.738562091503268,0.24836601307189543,0.013071895424836602,0.0,0.0,0.0
Indiana,Shelby,2012,183,95,70,16,2,0,0,159,100,49,0,0,183,0,0,0,Ozone,0.5191256830601093,0.3825136612021858,0.08743169398907104,0.01092896174863388,0.0,0.0
Indiana,Spencer,2012,117,81,36,0,0,0,0,71,63,41,0,0,0,0,117,0,PM2.5,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0
Indiana,St. Joseph,2012,366,176,171,17,1,1,0,213,90,52,0,12,109,0,245,0,PM2.5,0.4808743169398907,0.4672131147540984,0.04644808743169399,0.00273224043715847,0.00273224043715847,0.0
Indiana,Tippecanoe,2012,353,128,224,1,0,0,0,104,72,54,0,0,0,0,353,0,PM2.5,0.3626062322946176,0.6345609065155807,0.0028328611898017,0.0,0.0,0.0
Indiana,Vanderburgh,2012,366,175,169,20,2,0,0,161,87,52,7,3,131,0,225,0,PM2.5,0.4781420765027322,0.46174863387978143,0.0546448087431694,0.00546448087431694,0.0,0.0
Indiana,Vigo,2012,366,167,174,25,0,0,0,136,90,52,0,0,97,59,209,1,PM2.5,0.4562841530054645,0.47540983606557374,0.06830601092896176,0.0,0.0,0.0
Indiana,Wabash,2012,355,266,65,23,1,0,0,169,80,37,0,0,355,0,0,0,Ozone,0.7492957746478873,0.18309859154929578,0.0647887323943662,0.0028169014084507044,0.0,0.0
