State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Common Pollutant,Pct Good Days,Pct Moderate Days,Pct Unhealthy for Sensitive Groups Days,Pct Unhealthy Days,Pct Very Unhealthy Days,Pct Hazardous Days
North Carolina,Watauga,2012,120,111,9,0,0,0,0,66,47,32,0,0,0,0,120,0,PM2.5,0.925,0.075,0.0,0.0,0.0,0.0
North Carolina,Wayne,2012,341,277,64,0,0,0,0,80,57,37,0,0,0,0,341,0,PM2.5,0.8123167155425219,0.187683284457478,0.0,0.0,0.0,0.0
North Carolina,Yancey,2012,194,141,50,2,1,0,0,156,64,47,0,0,194,0,0,0,Ozone,0.7268041237113402,0.25773195876288657,0.010309278350515464,0.005154639175257732,0.0,0.0
North Dakota,Billings,2012,365,347,18,0,0,0,0,67,47,34,0,0,341,11,13,0,Ozone,0.9506849315068493,0.049315068493150684,0.0,0.0,0.0,0.0
North Dakota,Burke,2012,366,330,36,0,0,0,0,88,50,35,0,1,230,1,131,3,Ozone,0.9016393442622951,0.09836065573770492,0.0,0.0,0.0,0.0
North Dakota,Burleigh,2012,366,325,41,0,0,0,0,71,51,37,0,12,239,4,100,11,Ozone,0.8879781420765027,0.11202185792349727,0.0,0.0,0.0,0.0
North Dakota,Cass,2012,366,293,73,0,0,0,0,91,58,39,0,5,212,0,127,22,Ozone,0.8005464480874317,0.1994535519125683,0.0,0.0,0.0,0.0
North Dakota,Dunn,2012,365,328,37,0,0,0,0,75,51,36,0,0,280,0,61,24,Ozone,0.8986301369863013,0.10136986301369863,0.0,0.0,0.0,0.0
North Dakota,McKenzie,2012,366,317,49,0,0,0,0,86,54,37,0,0,249,2,115,0,Ozone,0.8661202185792349,0.13387978142076504,0.0,0.0,0.0,0.0
North Dakota,Mercer,2012,366,316,50,0,0,0,0,96,54,38,0,1,283,20,62,0,Ozone,0.8633879781420765,0.1366120218579235,0.0,0.0,0.0,0.0
North Dakota,Oliver,2012,366,332,34,0,0,0,0,82,50,36,0,0,284,11,69,2,Ozone,0.907103825136612,0.09289617486338798,0.0,0.0,0.0,0.0
North Dakota,Williams,2012,366,292,61,9,4,0,0,200,74,11,0,0,0,366,0,0,SO2,0.7978142076502732,0.16666666666666666,0.02459016393442623,0.01092896174863388,0.0,0.0
Ohio,Adams,2012,366,311,55,0,0,0,0,90,53,32,0,0,0,10,356,0,PM2.5,0.8497267759562842,0.15027322404371585,0.0,0.0,0.0,0.0
Ohio,Allen,2012,366,262,81,22,1,0,0,169,90,39,0,0,203,3,160,0,Ozone,0.7158469945355191,0.22131147540983606,0.060109289617486336,0.00273224043715847,0.0,0.0
Ohio,Ashtabula,2012,366,301,56,7,2,0,0,179,77,31,0,0,209,157,0,0,Ozone,0.8224043715846995,0.15300546448087432,0.01912568306010929,0.00546448087431694,0.0,0.0
Ohio,Athens,2012,55,44,11,0,0,0,0,68,56,34,0,0,0,0,55,0,PM2.5,0.8,0.2,0.0,0.0,0.0,0.0
Ohio,Belmont,2012,366,357,8,1,0,0,0,105,33,9,0,0,0,366,0,0,SO2,0.9754098360655737,0.02185792349726776,0.00273224043715847,0.0,0.0,0.0
Ohio,Butler,2012,366,205,126,31,4,0,0,179,100,47,0,0,273,14,72,7,Ozone,0.5601092896174863,0.3442622950819672,0.08469945355191257,0.01092896174863388,0.0,0.0
Ohio,Clark,2012,366,194,150,21,1,0,0,172,87,50,0,0,152,3,211,0,PM2.5,0.5300546448087432,0.4098360655737705,0.05737704918032787,0.00273224043715847,0.0,0.0
Ohio,Clermont,2012,366,207,136,17,5,1,0,202,90,47,0,0,159,0,207,0,PM2.5,0.5655737704918032,0.37158469945355194,0.04644808743169399,0.01366120218579235,0.00273224043715847,0.0
Ohio,Clinton,2012,214,123,77,10,4,0,0,187,97,49,0,0,214,0,0,0,Ozone,0.5747663551401869,0.3598130841121495,0.04672897196261682,0.018691588785046728,0.0,0.0
Ohio,Columbiana,2012,365,364,1,0,0,0,0,67,21,6,0,0,0,309,0,56,SO2,0.9972602739726028,0.0027397260273972603,0.0,0.0,0.0,0.0
Ohio,Cuyahoga,2012,366,96,214,47,9,0,0,192,108,63,9,2,91,48,205,11,PM2.5,0.26229508196721313,0.5846994535519126,0.1284153005464481,0.02459016393442623,0.0,0.0
Ohio,Delaware,2012,213,128,70,14,1,0,0,185,93,46,0,0,213,0,0,0,Ozone,0.6009389671361502,0.3286384976525822,0.06572769953051644,0.004694835680751174,0.0,0.0
Ohio,Fayette,2012,350,265,75,9,1,0,0,200,77,38,0,0,350,0,0,0,Ozone,0.7571428571428571,0.21428571428571427,0.025714285714285714,0.002857142857142857,0.0,0.0
Ohio,Franklin,2012,366,197,145,21,2,1,0,201,90,49,0,0,159,0,204,3,PM2.5,0.5382513661202186,0.39617486338797814,0.05737704918032787,0.00546448087431694,0.00273224043715847,0.0
Ohio,Geauga,2012,214,130,66,16,2,0,0,195,97,47,0,0,214,0,0,0,Ozone,0.6074766355140186,0.308411214953271,0.07476635514018691,0.009345794392523364,0.0,0.0
Ohio,Greene,2012,363,217,134,11,1,0,0,164,80,47,0,0,151,0,212,0,PM2.5,0.5977961432506887,0.3691460055096419,0.030303030303030304,0.0027548209366391185,0.0,0.0
Ohio,Hamilton,2012,366,117,215,29,5,0,0,182,100,58,0,0,112,40,214,0,PM2.5,0.319672131147541,0.587431693989071,0.07923497267759563,0.01366120218579235,0.0,0.0
Ohio,Jefferson,2012,366,159,183,24,0,0,0,140,84,54,0,0,125,19,222,0,PM2.5,0.4344262295081967,0.5,0.06557377049180328,0.0,0.0,0.0
Ohio,Knox,2012,214,135,71,7,1,0,0,182,87,45,0,0,214,0,0,0,Ozone,0.6308411214953271,0.3317757009345794,0.03271028037383177,0.004672897196261682,0.0,0.0
Ohio,Lake,2012,366,192,129,36,8,1,0,203,108,49,1,0,150,59,156,0,PM2.5,0.5245901639344263,0.3524590163934426,0.09836065573770492,0.02185792349726776,0.00273224043715847,0.0
Ohio,Lawrence,2012,366,219,137,9,1,0,0,161,74,46,0,0,137,3,226,0,PM2.5,0.5983606557377049,0.3743169398907104,0.02459016393442623,0.00273224043715847,0.0,0.0
Ohio,Licking,2012,212,125,70,15,2,0,0,200,93,47,0,0,212,0,0,0,Ozone,0.589622641509434,0.330188679245283,0.07075471698113207,0.009433962264150943,0.0,0.0
Ohio,Lorain,2012,364,264,86,12,2,0,0,159,74,40,0,0,174,0,190,0,PM2.5,0.7252747252747253,0.23626373626373626,0.03296703296703297,0.005494505494505495,0.0,0.0
Ohio,Lucas,2012,366,213,129,21,3,0,0,172,84,47,0,0,140,0,209,17,PM2.5,0.5819672131147541,0.3524590163934426,0.05737704918032787,0.00819672131147541,0.0,0.0
Ohio,Madison,2012,214,126,78,9,1,0,0,174,90,47,0,0,214,0,0,0,Ozone,0.5887850467289719,0.3644859813084112,0.04205607476635514,0.004672897196261682,0.0,0.0
Ohio,Mahoning,2012,366,215,141,8,2,0,0,169,74,46,0,0,120,16,229,1,PM2.5,0.587431693989071,0.38524590163934425,0.02185792349726776,0.00546448087431694,0.0,0.0
Ohio,Medina,2012,295,191,93,10,1,0,0,161,80,45,0,0,200,0,95,0,Ozone,0.6474576271186441,0.3152542372881356,0.03389830508474576,0.003389830508474576,0.0,0.0
Ohio,Meigs,2012,364,364,0,0,0,0,0,49,13,3,0,0,0,364,0,0,SO2,1.0,0.0,0.0,0.0,0.0,0.0
Ohio,Miami,2012,213,131,68,13,1,0,0,177,90,47,0,0,213,0,0,0,Ozone,0.6150234741784038,0.3192488262910798,0.06103286384976526,0.004694835680751174,0.0,0.0
Ohio,Montgomery,2012,366,191,158,16,1,0,0,169,84,50,10,0,148,0,208,0,PM2.5,0.5218579234972678,0.43169398907103823,0.04371584699453552,0.00273224043715847,0.0,0.0
Ohio,Morgan,2012,360,322,23,15,0,0,0,148,57,9,0,0,0,360,0,0,SO2,0.8944444444444445,0.06388888888888888,0.041666666666666664,0.0,0.0,0.0
Ohio,Noble,2012,323,248,70,5,0,0,0,115,68,40,0,0,294,0,29,0,Ozone,0.7678018575851393,0.21671826625386997,0.015479876160990712,0.0,0.0,0.0
Ohio,Portage,2012,259,176,76,6,1,0,0,164,77,42,0,0,189,0,70,0,Ozone,0.6795366795366795,0.29343629343629346,0.023166023166023165,0.003861003861003861,0.0,0.0
Ohio,Preble,2012,366,206,147,12,1,0,0,159,77,48,0,0,174,1,191,0,PM2.5,0.5628415300546448,0.4016393442622951,0.03278688524590164,0.00273224043715847,0.0,0.0
Ohio,Scioto,2012,366,332,34,0,0,0,0,69,49,20,0,0,0,22,114,230,PM10,0.907103825136612,0.09289617486338798,0.0,0.0,0.0,0.0
Ohio,Stark,2012,366,176,169,20,1,0,0,192,84,52,0,0,156,0,210,0,PM2.5,0.4808743169398907,0.46174863387978143,0.0546448087431694,0.00273224043715847,0.0,0.0
Ohio,Summit,2012,366,178,186,1,1,0,0,151,76,51,24,0,73,78,191,0,PM2.5,0.48633879781420764,0.5081967213114754,0.00273224043715847,0.00273224043715847,0.0,0.0
Ohio,Trumbull,2012,366,226,123,15,2,0,0,187,80,45,0,0,150,0,215,1,PM2.5,0.6174863387978142,0.3360655737704918,0.040983606557377046,0.00546448087431694,0.0,0.0
Ohio,Tuscarawas,2012,292,288,4,0,0,0,0,81,27,11,0,0,0,292,0,0,SO2,0.9863013698630136,0.0136986301369863,0.0,0.0,0.0,0.0
Ohio,Warren,2012,361,156,194,9,2,0,0,166,77,53,0,0,110,0,251,0,PM2.5,0.43213296398891965,0.5373961218836565,0.024930747922437674,0.00554016620498615,0.0,0.0
Ohio,Washington,2012,214,134,73,7,0,0,0,150,90,47,0,0,214,0,0,0,Ozone,0.6261682242990654,0.3411214953271028,0.03271028037383177,0.0,0.0,0.0
Ohio,Wood,2012,214,145,56,12,1,0,0,174,93,44,0,0,214,0,0,0,Ozone,0.677570093457944,0.2616822429906542,0.056074766355140186,0.004672897196261682,0.0,0.0
Oklahoma,Adair,2012,365,209,141,14,1,0,0,156,84,47,0,1,231,0,126,7,Ozone,0.5726027397260274,0.3863013698630137,0.038356164383561646,0.0027397260273972603,0.0,0.0
Oklahoma,Caddo,2012,339,259,66,14,0,0,0,133,80,40,0,0,339,0,0,0,Ozone,0.7640117994100295,0.19469026548672566,0.04129793510324484,0.0,0.0,0.0
Oklahoma,Canadian,2012,359,263,81,15,0,0,0,122,84,40,0,0,359,0,0,0,Ozone,0.7325905292479109,0.22562674094707522,0.04178272980501393,0.0,0.0,0.0
Oklahoma,Carter,2012,348,179,151,18,0,0,0,147,87,49,0,0,175,0,173,0,Ozone,0.514367816091954,0.4339080459770115,0.05172413793103448,0.0,0.0,0.0
Oklahoma,Cherokee,2012,283,188,79,16,0,0,0,140,87,44,0,0,283,0,0,0,Ozone,0.6643109540636042,0.2791519434628975,0.05653710247349823,0.0,0.0,0.0
Oklahoma,Cleveland,2012,362,178,165,18,1,0,0,156,90,51,0,0,199,0,163,0,Ozone,0.49171270718232046,0.4558011049723757,0.049723756906077346,0.0027624309392265192,0.0,0.0
Oklahoma,Comanche,2012,364,209,148,6,1,0,0,151,80,47,0,0,212,0,152,0,Ozone,0.5741758241758241,0.4065934065934066,0.016483516483516484,0.0027472527472527475,0.0,0.0
Oklahoma,Cotton,2012,252,167,74,10,1,0,0,151,87,44,0,0,252,0,0,0,Ozone,0.6626984126984127,0.29365079365079366,0.03968253968253968,0.003968253968253968,0.0,0.0
Oklahoma,Creek,2012,347,249,76,20,2,0,0,159,90,42,0,0,347,0,0,0,Ozone,0.7175792507204611,0.21902017291066284,0.05763688760806916,0.005763688760806916,0.0,0.0
Oklahoma,Dewey,2012,366,248,105,13,0,0,0,136,80,44,0,0,285,0,81,0,Ozone,0.6775956284153005,0.28688524590163933,0.03551912568306011,0.0,0.0,0.0
Oklahoma,Ellis,2012,115,112,3,0,0,0,0,60,40,25,0,0,0,0,115,0,PM2.5,0.9739130434782609,0.02608695652173913,0.0,0.0,0.0,0.0
Oklahoma,Kay,2012,361,209,133,18,1,0,0,159,87,47,0,0,188,57,116,0,Ozone,0.5789473684210527,0.3684210526315789,0.04986149584487535,0.002770083102493075,0.0,0.0
Oklahoma,Mayes,2012,275,181,68,23,3,0,0,166,100,44,0,0,275,0,0,0,Ozone,0.6581818181818182,0.24727272727272728,0.08363636363636363,0.01090909090909091,0.0,0.0
Oklahoma,McClain,2012,361,266,82,12,1,0,0,164,84,39,0,0,361,0,0,0,Ozone,0.7368421052631579,0.22714681440443213,0.0332409972299169,0.002770083102493075,0.0,0.0
Oklahoma,McCurtain,2012,328,272,53,3,0,0,0,112,61,40,0,0,328,0,0,0,Ozone,0.8292682926829268,0.16158536585365854,0.009146341463414634,0.0,0.0,0.0
Oklahoma,Muskogee,2012,333,303,29,1,0,0,0,103,49,27,0,0,0,52,0,281,PM10,0.9099099099099099,0.08708708708708708,0.003003003003003003,0.0,0.0,0.0
Oklahoma,Oklahoma,2012,366,192,138,33,3,0,0,159,100,50,0,26,236,0,101,3,Ozone,0.5245901639344263,0.3770491803278688,0.09016393442622951,0.00819672131147541,0.0,0.0
Oklahoma,Osage,2012,334,284,46,4,0,0,0,126,64,31,0,0,147,178,0,9,SO2,0.8502994011976048,0.1377245508982036,0.011976047904191617,0.0,0.0,0.0
Oklahoma,Ottawa,2012,363,230,116,15,2,0,0,161,77,45,0,0,161,0,197,5,PM2.5,0.6336088154269972,0.31955922865013775,0.04132231404958678,0.005509641873278237,0.0,0.0
Oklahoma,Pittsburg,2012,366,186,169,11,0,0,0,147,77,50,0,0,199,0,167,0,Ozone,0.5081967213114754,0.46174863387978143,0.030054644808743168,0.0,0.0,0.0
Oklahoma,Sequoyah,2012,363,261,86,14,2,0,0,156,77,41,0,44,238,0,58,23,Ozone,0.71900826446281,0.2369146005509642,0.03856749311294766,0.005509641873278237,0.0,0.0
Oklahoma,Tulsa,2012,366,144,176,40,5,1,0,201,108,55,0,2,180,32,145,7,Ozone,0.39344262295081966,0.4808743169398907,0.1092896174863388,0.01366120218579235,0.00273224043715847,0.0
Oregon,Baker,2012,366,319,45,2,0,0,0,137,53,25,0,0,0,0,366,0,PM2.5,0.8715846994535519,0.12295081967213115,0.00546448087431694,0.0,0.0,0.0
Oregon,Benton,2012,355,333,22,0,0,0,0,65,44,16,0,0,0,0,355,0,PM2.5,0.9380281690140845,0.061971830985915494,0.0,0.0,0.0,0.0
Oregon,Clackamas,2012,225,201,23,1,0,0,0,108,54,31,0,0,135,0,90,0,Ozone,0.8933333333333333,0.10222222222222223,0.0044444444444444444,0.0,0.0,0.0
Oregon,Columbia,2012,362,348,14,0,0,0,0,73,42,25,0,0,114,0,248,0,PM2.5,0.9613259668508287,0.03867403314917127,0.0,0.0,0.0,0.0
Oregon,Coos,2012,278,274,3,1,0,0,0,143,31,17,0,0,0,0,278,0,PM2.5,0.9856115107913669,0.01079136690647482,0.0035971223021582736,0.0,0.0,0.0
Oregon,Crook,2012,360,282,76,2,0,0,0,105,62,25,0,0,0,0,360,0,PM2.5,0.7833333333333333,0.2111111111111111,0.005555555555555556,0.0,0.0,0.0
Oregon,Deschutes,2012,366,303,45,1,12,1,3,546,61,35,0,0,127,0,239,0,PM2.5,0.8278688524590164,0.12295081967213115,0.00273224043715847,0.03278688524590164,0.00273224043715847,0.00819672131147541
Oregon,Douglas,2012,362,341,21,0,0,0,0,69,43,19,0,0,0,0,362,0,PM2.5,0.9419889502762431,0.058011049723756904,0.0,0.0,0.0,0.0
Oregon,Grant,2012,363,281,82,0,0,0,0,100,63,30,0,0,0,0,363,0,PM2.5,0.7741046831955923,0.22589531680440772,0.0,0.0,0.0,0.0
Oregon,Harney,2012,365,276,88,1,0,0,0,135,63,29,0,0,0,0,365,0,PM2.5,0.7561643835616438,0.2410958904109589,0.0027397260273972603,0.0,0.0,0.0
Oregon,Jackson,2012,366,230,133,3,0,0,0,110,71,44,0,0,150,0,216,0,PM2.5,0.6284153005464481,0.3633879781420765,0.00819672131147541,0.0,0.0,0.0
Oregon,Jefferson,2012,145,127,18,0,0,0,0,75,52,24,0,0,0,0,145,0,PM2.5,0.8758620689655172,0.12413793103448276,0.0,0.0,0.0,0.0
Oregon,Josephine,2012,366,317,49,0,0,0,0,77,53,23,0,0,0,0,366,0,PM2.5,0.8661202185792349,0.13387978142076504,0.0,0.0,0.0,0.0
Oregon,Klamath,2012,360,253,98,8,1,0,0,152,78,30,0,0,0,0,360,0,PM2.5,0.7027777777777777,0.2722222222222222,0.022222222222222223,0.002777777777777778,0.0,0.0
Oregon,Lake,2012,350,275,62,12,1,0,0,151,72,24,0,0,0,0,350,0,PM2.5,0.7857142857142857,0.17714285714285713,0.03428571428571429,0.002857142857142857,0.0,0.0
Oregon,Lane,2012,366,263,95,8,0,0,0,149,67,38,0,0,114,0,252,0,PM2.5,0.7185792349726776,0.25956284153005466,0.02185792349726776,0.0,0.0,0.0
Oregon,Linn,2012,366,319,47,0,0,0,0,91,53,23,0,0,0,0,366,0,PM2.5,0.8715846994535519,0.1284153005464481,0.0,0.0,0.0,0.0
Oregon,Marion,2012,364,310,54,0,0,0,0,93,55,29,0,0,132,0,232,0,PM2.5,0.8516483516483516,0.14835164835164835,0.0,0.0,0.0,0.0
Oregon,Multnomah,2012,366,308,57,1,0,0,0,106,57,35,0,7,216,0,143,0,Ozone,0.8415300546448088,0.1557377049180328,0.00273224043715847,0.0,0.0,0.0
Oregon,Umatilla,2012,365,285,78,2,0,0,0,108,63,39,0,0,138,0,227,0,PM2.5,0.7808219178082192,0.2136986301369863,0.005479452054794521,0.0,0.0,0.0
Oregon,Union,2012,365,309,54,2,0,0,0,147,57,26,0,0,0,0,363,2,PM2.5,0.8465753424657534,0.14794520547945206,0.005479452054794521,0.0,0.0,0.0
Oregon,Wallowa,2012,358,325,31,2,0,0,0,150,48,19,0,0,0,0,358,0,PM2.5,0.9078212290502793,0.08659217877094973,0.00558659217877095,0.0,0.0,0.0
Oregon,Wasco,2012,365,337,28,0,0,0,0,73,48,20,0,0,0,0,365,0,PM2.5,0.9232876712328767,0.07671232876712329,0.0,0.0,0.0,0.0
Oregon,Washington,2012,366,307,58,1,0,0,0,109,57,32,0,0,136,0,230,0,PM2.5,0.8387978142076503,0.15846994535519127,0.00273224043715847,0.0,0.0,0.0
Pennsylvania,Adams,2012,365,213,141,11,0,0,0,146,80,46,1,1,195,0,168,0,Ozone,0.5835616438356165,0.3863013698630137,0.030136986301369864,0.0,0.0,0.0
Pennsylvania,Allegheny,2012,366,129,179,53,5,0,0,172,109,58,0,8,126,47,184,1,PM2.5,0.3524590163934426,0.4890710382513661,0.1448087431693989,0.01366120218579235,0.0,0.0
Pennsylvania,Armstrong,2012,366,261,90,14,1,0,0,159,69,43,0,0,212,0,154,0,Ozone,0.7131147540983607,0.2459016393442623,0.03825136612021858,0.00273224043715847,0.0,0.0
Pennsylvania,Beaver,2012,366,157,177,27,5,0,0,200,93,53,0,1,170,36,159,0,Ozone,0.42896174863387976,0.48360655737704916,0.07377049180327869,0.01366120218579235,0.0,0.0
Pennsylvania,Berks,2012,366,178,175,13,0,0,0,147,83,52,0,1,164,0,201,0,PM2.5,0.48633879781420764,0.4781420765027322,0.03551912568306011,0.0,0.0,0.0
Pennsylvania,Blair,2012,365,206,145,12,2,0,0,161,76,46,0,0,156,8,199,2,PM2.5,0.5643835616438356,0.3972602739726027,0.03287671232876712,0.005479452054794521,0.0,0.0
Pennsylvania,Bucks,2012,363,204,135,23,1,0,0,161,85,48,0,3,173,0,187,0,PM2.5,0.5619834710743802,0.371900826446281,0.06336088154269973,0.0027548209366391185,0.0,0.0
Pennsylvania,Cambria,2012,366,202,157,6,1,0,0,159,74,47,0,3,133,18,206,6,PM2.5,0.5519125683060109,0.42896174863387976,0.01639344262295082,0.00273224043715847,0.0,0.0
Pennsylvania,Centre,2012,366,204,153,8,1,0,0,154,74,48,0,0,182,0,184,0,PM2.5,0.5573770491803278,0.4180327868852459,0.02185792349726776,0.00273224043715847,0.0,0.0
Pennsylvania,Chester,2012,355,214,122,16,3,0,0,151,84,46,0,0,228,0,127,0,Ozone,0.6028169014084507,0.3436619718309859,0.04507042253521127,0.008450704225352112,0.0,0.0
Pennsylvania,Clearfield,2012,342,290,46,5,1,0,0,164,61,35,0,0,342,0,0,0,Ozone,0.847953216374269,0.13450292397660818,0.014619883040935672,0.0029239766081871343,0.0,0.0
Pennsylvania,Cumberland,2012,365,212,150,3,0,0,0,114,74,45,0,0,0,0,365,0,PM2.5,0.5808219178082191,0.410958904109589,0.00821917808219178,0.0,0.0,0.0
Pennsylvania,Dauphin,2012,365,195,161,9,0,0,0,129,80,49,0,0,151,0,210,4,PM2.5,0.5342465753424658,0.4410958904109589,0.024657534246575342,0.0,0.0,0.0
Pennsylvania,Delaware,2012,365,191,152,21,1,0,0,154,84,50,0,8,176,0,177,4,PM2.5,0.5232876712328767,0.41643835616438357,0.057534246575342465,0.0027397260273972603,0.0,0.0
Pennsylvania,Elk,2012,362,303,54,4,1,0,0,156,58,37,0,0,362,0,0,0,Ozone,0.8370165745856354,0.14917127071823205,0.011049723756906077,0.0027624309392265192,0.0,0.0
Pennsylvania,Erie,2012,366,216,131,16,3,0,0,185,80,47,0,0,192,0,174,0,Ozone,0.5901639344262295,0.35792349726775957,0.04371584699453552,0.00819672131147541,0.0,0.0
Pennsylvania,Franklin,2012,273,213,59,1,0,0,0,115,67,40,0,0,273,0,0,0,Ozone,0.7802197802197802,0.21611721611721613,0.003663003663003663,0.0,0.0,0.0
Pennsylvania,Greene,2012,263,185,65,13,0,0,0,143,77,42,0,0,259,4,0,0,Ozone,0.7034220532319392,0.24714828897338403,0.049429657794676805,0.0,0.0,0.0
Pennsylvania,Indiana,2012,366,262,85,17,2,0,0,156,82,41,0,0,293,73,0,0,Ozone,0.7158469945355191,0.23224043715846995,0.04644808743169399,0.00546448087431694,0.0,0.0
Pennsylvania,Lackawanna,2012,366,261,101,4,0,0,0,136,65,41,0,10,229,0,127,0,Ozone,0.7131147540983607,0.27595628415300544,0.01092896174863388,0.0,0.0,0.0
Pennsylvania,Lancaster,2012,366,153,193,19,1,0,0,179,85,55,0,4,142,0,220,0,PM2.5,0.4180327868852459,0.5273224043715847,0.05191256830601093,0.00273224043715847,0.0,0.0
Pennsylvania,Lawrence,2012,366,305,51,9,1,0,0,154,71,34,2,0,311,8,0,45,Ozone,0.8333333333333334,0.13934426229508196,0.02459016393442623,0.00273224043715847,0.0,0.0
Pennsylvania,Lebanon,2012,366,173,181,12,0,0,0,129,85,51,0,0,145,0,221,0,PM2.5,0.4726775956284153,0.49453551912568305,0.03278688524590164,0.0,0.0,0.0
Pennsylvania,Lehigh,2012,362,308,44,9,1,0,0,151,64,34,0,0,336,0,0,26,Ozone,0.850828729281768,0.12154696132596685,0.024861878453038673,0.0027624309392265192,0.0,0.0
Pennsylvania,Luzerne,2012,366,329,35,2,0,0,0,129,51,33,0,0,347,1,0,18,Ozone,0.8989071038251366,0.09562841530054644,0.00546448087431694,0.0,0.0,0.0
Pennsylvania,Lycoming,2012,348,302,42,4,0,0,0,108,58,33,0,0,343,0,0,5,Ozone,0.867816091954023,0.1206896551724138,0.011494252873563218,0.0,0.0,0.0
Pennsylvania,Mercer,2012,366,179,162,20,5,0,0,177,87,51,0,0,176,0,190,0,PM2.5,0.4890710382513661,0.4426229508196721,0.0546448087431694,0.01366120218579235,0.0,0.0
Pennsylvania,Monroe,2012,365,274,89,2,0,0,0,108,63,39,0,0,232,0,133,0,Ozone,0.7506849315068493,0.24383561643835616,0.005479452054794521,0.0,0.0,0.0
Pennsylvania,Montgomery,2012,366,237,121,8,0,0,0,126,71,44,0,0,187,0,179,0,Ozone,0.6475409836065574,0.33060109289617484,0.02185792349726776,0.0,0.0,0.0
Pennsylvania,Northampton,2012,366,172,180,13,1,0,0,151,80,52,0,2,130,0,233,1,PM2.5,0.46994535519125685,0.4918032786885246,0.03551912568306011,0.00273224043715847,0.0,0.0
Pennsylvania,Perry,2012,366,318,42,6,0,0,0,126,54,34,0,14,352,0,0,0,Ozone,0.8688524590163934,0.11475409836065574,0.01639344262295082,0.0,0.0,0.0
Pennsylvania,Philadelphia,2012,366,135,203,25,3,0,0,154,90,55,0,9,140,0,216,1,PM2.5,0.36885245901639346,0.5546448087431693,0.06830601092896176,0.00819672131147541,0.0,0.0
Pennsylvania,Somerset,2012,318,273,43,2,0,0,0,140,58,36,0,0,318,0,0,0,Ozone,0.8584905660377359,0.13522012578616352,0.006289308176100629,0.0,0.0,0.0
Pennsylvania,Tioga,2012,345,294,47,4,0,0,0,140,61,36,0,2,343,0,0,0,Ozone,0.8521739130434782,0.13623188405797101,0.011594202898550725,0.0,0.0,0.0
Pennsylvania,Warren,2012,315,266,43,6,0,0,0,128,67,10,0,0,0,315,0,0,SO2,0.8444444444444444,0.1365079365079365,0.01904761904761905,0.0,0.0,0.0
Pennsylvania,Washington,2012,366,163,185,18,0,0,0,143,84,52,0,3,166,0,196,1,PM2.5,0.4453551912568306,0.505464480874317,0.04918032786885246,0.0,0.0,0.0
Pennsylvania,Westmoreland,2012,366,189,162,13,2,0,0,156,77,49,0,0,136,0,230,0,PM2.5,0.5163934426229508,0.4426229508196721,0.03551912568306011,0.00546448087431694,0.0,0.0
Pennsylvania,York,2012,366,181,171,13,1,0,0,166,80,52,0,6,174,2,184,0,PM2.5,0.49453551912568305,0.4672131147540984,0.03551912568306011,0.00273224043715847,0.0,0.0
Puerto Rico,Adjuntas,2012,77,74,3,0,0,0,0,66,36,18,0,0,0,0,77,0,PM2.5,0.961038961038961,0.03896103896103896,0.0,0.0,0.0,0.0
Puerto Rico,Bayamon,2012,363,352,11,0,0,0,0,72,32,14,200,0,0,58,105,0,CO,0.9696969696969697,0.030303030303030304,0.0,0.0,0.0,0.0
Puerto Rico,Catano,2012,364,313,51,0,0,0,0,80,53,35,0,200,59,10,0,95,NO2,0.8598901098901099,0.1401098901098901,0.0,0.0,0.0,0.0
Puerto Rico,Fajardo,2012,335,310,25,0,0,0,0,69,47,20,0,0,0,0,14,321,PM10,0.9253731343283582,0.07462686567164178,0.0,0.0,0.0,0.0
Puerto Rico,Guayama,2012,314,300,14,0,0,0,0,70,33,3,0,0,0,192,45,77,SO2,0.9554140127388535,0.044585987261146494,0.0,0.0,0.0,0.0
Puerto Rico,Guayanilla,2012,77,71,6,0,0,0,0,67,39,17,0,0,0,0,77,0,PM2.5,0.922077922077922,0.07792207792207792,0.0,0.0,0.0,0.0
Puerto Rico,Guaynabo,2012,330,287,43,0,0,0,0,83,53,28,0,0,0,0,49,281,PM10,0.8696969696969697,0.1303030303030303,0.0,0.0,0.0,0.0
Puerto Rico,Humacao,2012,109,102,7,0,0,0,0,64,44,16,0,0,0,0,109,0,PM2.5,0.9357798165137615,0.06422018348623854,0.0,0.0,0.0,0.0
Puerto Rico,Juncos,2012,341,340,1,0,0,0,0,80,29,21,0,0,338,3,0,0,Ozone,0.9970674486803519,0.002932551319648094,0.0,0.0,0.0,0.0
Puerto Rico,Mayagnez,2012,115,103,12,0,0,0,0,72,51,20,0,0,0,0,115,0,PM2.5,0.8956521739130435,0.10434782608695652,0.0,0.0,0.0,0.0
Puerto Rico,Ponce,2012,356,329,27,0,0,0,0,72,46,22,86,0,0,0,25,245,PM10,0.9241573033707865,0.07584269662921349,0.0,0.0,0.0,0.0
Puerto Rico,Salinas,2012,338,338,0,0,0,0,0,26,11,4,0,0,0,338,0,0,SO2,1.0,0.0,0.0,0.0,0.0,0.0
