,Unnamed: 0,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,CountyState Name,Total Population,Total Under 18,Total 18 to 64,Total 65 and over,Total Male,Total Female,Total 16 and Over,Total 16 and Over Employed,InPoverty Population,InPoverty Under 18,InPoverty 18 to 64,InPoverty 65 and Over,InPoverty Male,InPoverty Female,InPoverty 16 and Over,InPoverty 16 and Over Employed,PctBelowPoverty Population,PctBelowPoverty Under 18,PctBelowPoverty 18 to 64,PctBelowPoverty 65 and over,PctBelowPoverty Male,PctBelowPoverty Female,PctBelowPoverty 16 and Over,PctBelowPoverty 16 and Over Employed,State Code,County Code
1028,1779,Ohio,Trumbull,2013,365,256,108,1,0,0,0,133,63,41,0,0,115,0,250,0,"Trumbull, Ohio",202499,43354,97609,17363.0,,,7804,3720,38963,15430,17607,8455.0,,,2852,1225,19.2,35.6,18.0,48.7,,,36.5,32.9,39,155
1029,1780,Ohio,Warren,2013,349,127,219,3,0,0,0,112,71,55,0,0,36,0,313,0,"Warren, Ohio",211221,56741,103609,,,,9010,4870,17500,6857,8089,,,,1767,1113,8.3,12.1,7.8,,,,19.6,22.9,39,165
1030,1782,Ohio,Wood,2013,214,186,28,0,0,0,0,100,54,39,0,0,214,0,0,0,"Wood, Ohio",122342,26435,60905,,,,4854,3026,16844,3509,7936,,,,1365,1050,13.8,13.3,13.0,,,,28.1,34.7,39,173
1031,1786,Oklahoma,Canadian,2013,350,297,49,4,0,0,0,112,58,38,0,13,337,0,0,0,"Canadian, Oklahoma",124066,33248,61265,,,,2262,1287,6608,2065,2932,,,,307,116,5.3,6.2,4.8,,,,13.6,9.0,40,17
1032,1789,Oklahoma,Cleveland,2013,355,231,122,2,0,0,0,112,67,45,0,0,219,0,136,0,"Cleveland, Oklahoma",258103,60252,127653,11802.0,10472.0,12224.0,7884,3801,33971,9743,14686,1522.0,1735.0,2917.0,2571,937,13.2,16.2,11.5,12.9,16.6,23.9,32.6,24.7,40,27
1033,1790,Oklahoma,Comanche,2013,365,246,113,6,0,0,0,119,71,44,0,0,261,0,104,0,"Comanche, Oklahoma",115612,30414,58073,19422.0,6542.0,,6112,2706,24336,9900,10138,6204.0,2741.0,,2476,900,21.0,32.6,17.5,31.9,41.9,,40.5,33.3,40,31
1034,1791,Oklahoma,Creek,2013,353,307,44,2,0,0,0,108,58,39,0,0,353,0,0,0,"Creek, Oklahoma",69591,16951,34450,1617.0,8634.0,,1735,1395,9875,3261,4193,877.0,1663.0,,623,554,14.2,19.2,12.2,54.2,19.3,,35.9,39.7,40,37
1035,1799,Oklahoma,Muskogee,2013,365,345,20,0,0,0,0,69,41,21,0,0,0,45,0,320,"Muskogee, Oklahoma",66266,16683,32000,7317.0,11690.0,,2358,1237,12841,5141,5479,2479.0,3320.0,,639,191,19.4,30.8,17.1,33.9,28.4,,27.1,15.4,40,101
1036,1800,Oklahoma,Oklahoma,2013,365,231,127,7,0,0,0,147,76,46,0,23,237,0,105,0,"Oklahoma, Oklahoma",738345,188683,360118,107780.0,24027.0,23037.0,22766,11389,132693,52718,57438,31566.0,6019.0,2929.0,10027,4363,18.0,27.9,15.9,29.3,25.1,12.7,44.0,38.3,40,109
1037,1803,Oklahoma,Pottawatomie,2013,230,203,26,1,0,0,0,126,58,39,0,0,230,0,0,0,"Pottawatomie, Oklahoma",66992,17017,32958,1553.0,9276.0,,2279,1002,13232,4900,5833,859.0,2458.0,,1050,232,19.8,28.8,17.7,55.3,26.5,,46.1,23.2,40,125
1038,1805,Oklahoma,Tulsa,2013,365,187,169,9,0,0,0,136,77,50,0,0,170,26,169,0,"Tulsa, Oklahoma",612322,155472,298485,59711.0,26436.0,15424.0,21126,10939,98715,38407,42523,20169.0,4463.0,3133.0,7973,3420,16.1,24.7,14.2,33.8,16.9,20.3,37.7,31.3,40,143
1039,1807,Oregon,Benton,2013,355,302,52,1,0,0,0,109,58,17,0,0,0,0,355,0,"Benton, Oregon",81212,14806,40856,,,,3723,2250,18762,1693,9856,,,,1901,1005,23.1,11.4,24.1,,,,51.1,44.7,41,3
1040,1808,Oregon,Clackamas,2013,215,202,13,0,0,0,0,84,46,31,0,0,129,0,86,0,"Clackamas, Oregon",384708,84852,191105,,,15434.0,17660,10055,36076,7611,17451,,,1404.0,4223,2112,9.4,9.0,9.1,,,9.1,23.9,21.0,41,5
1041,1812,Oregon,Deschutes,2013,365,320,45,0,0,0,0,85,54,34,0,0,118,0,247,0,"Deschutes, Oregon",164655,35245,83040,,,,5162,3393,26397,6959,14242,,,,1145,623,16.0,19.7,17.2,,,,22.2,18.4,41,17
1042,1813,Oregon,Douglas,2013,365,302,63,0,0,0,0,92,59,30,0,0,0,0,365,0,"Douglas, Oregon",105348,20465,51527,,,,4667,2439,20306,5490,9370,,,,1802,705,19.3,26.8,18.2,,,,38.6,28.9,41,19
1043,1816,Oregon,Jackson,2013,365,198,144,12,9,2,0,238,92,48,0,0,97,0,268,0,"Jackson, Oregon",205687,43653,100479,,,,10437,6656,38784,12049,18213,,,,3483,2460,18.9,27.6,18.1,,,,33.4,37.0,41,29
1044,1818,Oregon,Josephine,2013,365,231,115,6,8,3,2,350,82,37,0,0,0,0,365,0,"Josephine, Oregon",82361,16193,39222,,,,3899,1724,14035,3378,6867,,,,1799,1048,17.0,20.9,17.5,,,,46.1,60.8,41,33
1045,1819,Oregon,Klamath,2013,364,217,121,22,4,0,0,164,90,38,0,0,0,0,364,0,"Klamath, Oregon",65381,14321,32887,,,,3487,2187,10512,2537,4597,,,,1719,1026,16.1,17.7,14.0,,,,49.3,46.9,41,35
1046,1821,Oregon,Lane,2013,365,237,107,20,1,0,0,161,82,40,0,0,129,0,235,1,"Lane, Oregon",349317,66847,171785,,,8072.0,16491,10038,75232,16757,36351,,,3458.0,7047,3622,21.5,25.1,21.2,,,42.8,42.7,36.1,41,39
1047,1822,Oregon,Linn,2013,365,291,69,5,0,0,0,111,63,23,0,0,0,0,365,0,"Linn, Oregon",117252,26994,57739,,,,6118,2144,23986,8275,11031,,,,2218,492,20.5,30.7,19.1,,,,36.3,22.9,41,43
1048,1823,Oregon,Marion,2013,361,279,77,5,0,0,0,123,64,33,0,0,135,0,226,0,"Marion, Oregon",312681,81405,153669,,,,13450,7385,58746,24115,26073,,,,3910,1646,18.8,29.6,17.0,,,,29.1,22.3,41,47
1049,1824,Oregon,Multnomah,2013,363,278,80,5,0,0,0,116,65,35,0,7,190,0,166,0,"Multnomah, Oregon",750599,149065,370125,40476.0,6359.0,50064.0,39200,22872,138635,35693,63044,14299.0,3124.0,10479.0,17443,9586,18.5,23.9,17.0,35.3,49.1,20.9,44.5,41.9,41,51
1050,1825,Oregon,Umatilla,2013,364,269,89,6,0,0,0,115,67,40,0,0,133,0,231,0,"Umatilla, Oregon",72018,19443,36116,,,,3540,1463,12146,4252,4992,,,,1207,430,16.9,21.9,13.8,,,,34.1,29.4,41,59
1051,1829,Oregon,Washington,2013,365,278,78,8,1,0,0,151,66,33,0,0,148,0,217,0,"Washington, Oregon",549420,135278,271276,10752.0,,49660.0,22096,11039,59893,19167,28255,1816.0,,3863.0,5999,3104,10.9,14.2,10.4,16.9,,7.8,27.1,28.1,41,67
1052,1830,Pennsylvania,Adams,2013,365,240,122,3,0,0,0,120,67,44,1,6,198,0,160,0,"Adams, Pennsylvania",97009,20610,48867,,,,3893,2027,8620,3169,4115,,,,915,512,8.9,15.4,8.4,,,,23.5,25.3,42,1
1053,1831,Pennsylvania,Allegheny,2013,365,164,183,17,1,0,0,190,81,52,0,1,118,27,219,0,"Allegheny, Pennsylvania",1197745,232316,575867,154882.0,,36992.0,48008,24611,164774,43726,71518,50648.0,,8329.0,15639,7392,13.8,18.8,12.4,32.7,,22.5,32.6,30.0,42,3
1054,1832,Pennsylvania,Armstrong,2013,360,218,135,6,1,0,0,174,74,46,0,0,177,0,183,0,"Armstrong, Pennsylvania",67237,13165,33360,,,,2530,1605,10237,2951,4836,,,,722,393,15.2,22.4,14.5,,,,28.5,24.5,42,5
1055,1833,Pennsylvania,Beaver,2013,365,210,148,6,1,0,0,166,71,47,0,1,167,6,191,0,"Beaver, Pennsylvania",167725,33325,80840,9404.0,,,6257,3900,17861,4520,8211,3119.0,,,2176,1167,10.6,13.6,10.2,33.2,,,34.8,29.9,42,7
1056,1834,Pennsylvania,Berks,2013,365,204,149,12,0,0,0,141,77,48,0,0,157,0,208,0,"Berks, Pennsylvania",399792,92455,196559,16594.0,,5662.0,17808,8964,57698,21087,25852,3214.0,,897.0,7296,2888,14.4,22.8,13.2,19.4,,15.8,41.0,32.2,42,11
1057,1835,Pennsylvania,Blair,2013,365,218,144,3,0,0,0,115,68,46,0,0,127,6,232,0,"Blair, Pennsylvania",123730,25433,59391,,,,2868,1880,20392,6871,8990,,,,855,537,16.5,27.0,15.1,,,,29.8,28.6,42,13
1058,1837,Pennsylvania,Bucks,2013,365,217,134,14,0,0,0,128,78,45,0,0,172,0,193,0,"Bucks, Pennsylvania",618745,135378,303213,22351.0,,25837.0,27425,16710,38013,11390,15787,5546.0,,198.0,4693,2768,6.1,8.4,5.2,24.8,,0.8,17.1,16.6,42,17
1059,1838,Pennsylvania,Cambria,2013,365,214,148,3,0,0,0,129,70,46,0,4,107,14,236,4,"Cambria, Pennsylvania",132298,26522,64552,3193.0,,,5775,4052,21707,6825,9479,1500.0,,,2385,1840,16.4,25.7,14.7,47.0,,,41.3,45.4,42,21
1060,1839,Pennsylvania,Centre,2013,365,278,85,2,0,0,0,112,62,42,0,2,230,1,132,0,"Centre, Pennsylvania",139046,23496,70944,,,6099.0,4101,3317,27490,3281,13616,,,2271.0,2568,2175,19.8,14.0,19.2,,,37.2,62.6,65.6,42,27
1061,1840,Pennsylvania,Chester,2013,365,221,141,3,0,0,0,113,70,46,0,0,171,0,194,0,"Chester, Pennsylvania",496725,120085,244960,26906.0,,21745.0,16937,9455,34685,10123,16927,5664.0,,299.0,3180,1902,7.0,8.4,6.9,21.1,,1.4,18.8,20.1,42,29
1062,1841,Pennsylvania,Clearfield,2013,347,313,34,0,0,0,0,97,50,36,0,0,347,0,0,0,"Clearfield, Pennsylvania",75815,15455,37102,,,,3279,1792,12459,3897,5185,,,,972,536,16.4,25.2,14.0,,,,29.6,29.9,42,33
1063,1842,Pennsylvania,Cumberland,2013,364,223,132,9,0,0,0,135,66,44,0,0,0,0,364,0,"Cumberland, Pennsylvania",227278,47733,109031,5353.0,,,6887,3334,19308,5447,8049,2119.0,,,1576,1088,8.5,11.4,7.4,39.6,,,22.9,32.6,42,41
1064,1843,Pennsylvania,Dauphin,2013,365,194,162,9,0,0,0,139,77,48,0,0,148,0,216,1,"Dauphin, Pennsylvania",266139,59468,127864,48486.0,,8991.0,11204,5085,37629,11822,16422,14309.0,,2311.0,3331,1031,14.1,19.9,12.8,29.5,,25.7,29.7,20.3,42,43
1065,1844,Pennsylvania,Delaware,2013,365,204,156,5,0,0,0,119,72,48,0,8,157,0,197,3,"Delaware, Pennsylvania",540434,124405,257275,110785.0,,27515.0,27596,15239,58285,17184,26105,23704.0,,3519.0,7789,3360,10.8,13.8,10.1,21.4,,12.8,28.2,22.0,42,45
1066,1846,Pennsylvania,Erie,2013,365,195,170,0,0,0,0,100,68,48,0,3,126,0,236,0,"Erie, Pennsylvania",267946,60071,130734,18018.0,,3895.0,9951,5297,49005,17089,22114,6829.0,,1591.0,3424,1704,18.3,28.4,16.9,37.9,,40.8,34.4,32.2,42,49
1067,1847,Pennsylvania,Franklin,2013,344,279,61,4,0,0,0,115,61,40,0,0,344,0,0,0,"Franklin, Pennsylvania",148856,33908,73352,,,,5611,2481,19211,7087,8927,,,,1972,725,12.9,20.9,12.2,,,,35.1,29.2,42,55
1068,1849,Pennsylvania,Indiana,2013,355,276,72,6,1,0,0,169,67,39,0,0,288,67,0,0,"Indiana, Pennsylvania",81823,15541,41122,,,,3148,1751,11510,2304,5474,,,,780,456,14.1,14.8,13.3,,,,24.8,26.0,42,63
1069,1850,Pennsylvania,Lackawanna,2013,365,273,91,1,0,0,0,101,64,42,0,10,225,0,130,0,"Lackawanna, Pennsylvania",205101,41818,99126,,,4826.0,6786,3788,30542,9106,12458,,,836.0,1557,816,14.9,21.8,12.6,,,17.3,22.9,21.5,42,69
1070,1851,Pennsylvania,Lancaster,2013,365,205,152,8,0,0,0,142,74,47,0,2,170,0,193,0,"Lancaster, Pennsylvania",514196,126537,250147,22211.0,,9860.0,18946,10042,53694,17829,24617,4290.0,,256.0,5384,3147,10.4,14.1,9.8,19.3,,2.6,28.4,31.3,42,71
1071,1852,Pennsylvania,Lawrence,2013,365,333,29,3,0,0,0,136,50,34,0,0,322,11,0,32,"Lawrence, Pennsylvania",87040,17863,42336,,,,2955,1266,11142,3111,5161,,,,868,249,12.8,17.4,12.2,,,,29.4,19.7,42,73
1072,1853,Pennsylvania,Lebanon,2013,365,220,134,11,0,0,0,141,74,45,0,0,218,0,147,0,"Lebanon, Pennsylvania",131958,30143,64823,,,,5683,3596,14367,4099,6781,,,,997,746,10.9,13.6,10.5,,,,17.5,20.7,42,75
1073,1854,Pennsylvania,Lehigh,2013,365,317,46,2,0,0,0,101,54,35,0,0,344,0,0,21,"Lehigh, Pennsylvania",345896,79989,169650,22933.0,,11943.0,16507,9257,51060,19508,22490,7791.0,,1559.0,6640,3321,14.8,24.4,13.3,34.0,,13.1,40.2,35.9,42,77
1074,1855,Pennsylvania,Luzerne,2013,365,339,25,1,0,0,0,108,49,33,0,0,350,0,0,15,"Luzerne, Pennsylvania",307853,62210,150547,8188.0,,,12411,6891,50551,18544,22395,3745.0,,,3562,1412,16.4,29.8,14.9,45.7,,,28.7,20.5,42,79
1075,1856,Pennsylvania,Lycoming,2013,361,330,31,0,0,0,0,97,48,34,0,0,358,0,0,3,"Lycoming, Pennsylvania",110934,23477,55857,5868.0,,,5283,2992,14991,4403,6854,3233.0,,,1989,1138,13.5,18.8,12.3,55.1,,,37.6,38.0,42,81
1076,1857,Pennsylvania,Mercer,2013,365,225,137,3,0,0,0,147,71,45,0,0,172,0,193,0,"Mercer, Pennsylvania",107553,22141,52161,5678.0,,,3877,2366,14070,4511,6957,2332.0,,,1019,528,13.1,20.4,13.3,41.1,,,26.3,22.3,42,85
1077,1858,Pennsylvania,Monroe,2013,365,269,95,1,0,0,0,101,61,40,0,0,199,0,166,0,"Monroe, Pennsylvania",164528,35420,82082,22845.0,,,10086,5426,17845,4825,8160,3170.0,,,3013,1333,10.8,13.6,9.9,13.9,,,29.9,24.6,42,89
1078,1859,Pennsylvania,Montgomery,2013,365,244,115,6,0,0,0,115,67,42,0,0,212,0,153,0,"Montgomery, Pennsylvania",790802,178300,383495,67038.0,,54850.0,30675,16842,53926,14841,24502,8187.0,,6184.0,6656,3226,6.8,8.3,6.4,12.2,,11.3,21.7,19.2,42,91
1079,1860,Pennsylvania,Northampton,2013,365,202,156,7,0,0,0,134,74,48,0,0,136,0,228,1,"Northampton, Pennsylvania",289337,61406,141542,15241.0,,7212.0,12238,6682,28780,7067,12197,3240.0,,555.0,3053,1722,9.9,11.5,8.6,21.3,,7.7,24.9,25.8,42,95
1080,1862,Pennsylvania,Philadelphia,2013,365,168,187,10,0,0,0,122,77,52,0,12,119,0,232,2,"Philadelphia, Pennsylvania",1510294,340410,713415,657011.0,,102845.0,101728,51982,396963,123020,178724,190634.0,,34699.0,40642,19801,26.3,36.1,25.1,29.0,,33.7,40.0,38.1,42,101
1081,1863,Pennsylvania,Somerset,2013,318,294,23,1,0,0,0,105,49,35,0,0,318,0,0,0,"Somerset, Pennsylvania",71619,14039,35185,,,,2810,1855,8347,2299,3428,,,,758,413,11.7,16.4,9.7,,,,27.0,22.3,42,111
1082,1866,Pennsylvania,Washington,2013,365,196,165,4,0,0,0,147,71,49,0,1,127,2,235,0,"Washington, Pennsylvania",202395,40348,98832,5842.0,,,7570,4851,21799,5969,9945,1167.0,,,2601,1725,10.8,14.8,10.1,20.0,,,34.4,35.6,42,125
1083,1867,Pennsylvania,Westmoreland,2013,365,206,156,3,0,0,0,129,69,48,0,0,136,0,229,0,"Westmoreland, Pennsylvania",354447,67711,172780,7157.0,,,11353,5694,37573,11188,15891,3610.0,,,3363,1402,10.6,16.5,9.2,50.4,,,29.6,24.6,42,129
1084,1868,Pennsylvania,York,2013,365,223,136,6,0,0,0,143,74,47,0,3,215,1,146,0,"York, Pennsylvania",428323,96094,211161,22860.0,,,18548,10772,47161,18182,20115,7032.0,,,4192,2048,11.0,18.9,9.5,30.8,,,22.6,19.0,42,133
1085,1875,Puerto Rico,Guaynabo,2013,331,311,20,0,0,0,0,65,45,28,0,0,0,0,49,282,"Guaynabo, Puerto Rico",94388,18448,44773,4243.0,,,4738,2975,27268,6379,12041,2031.0,,,3532,2047,28.9,34.6,26.9,47.9,,,74.5,68.8,72,61
1086,1879,Puerto Rico,Ponce,2013,362,345,17,0,0,0,0,61,45,26,46,0,0,0,42,274,"Ponce, Puerto Rico",154112,35814,72995,6682.0,,,7786,5019,81150,25868,36564,3821.0,,,5420,3520,52.7,72.2,50.1,57.2,,,69.6,70.1,72,113
1087,1881,Puerto Rico,San Juan,2013,340,340,0,0,0,0,0,32,23,16,340,0,0,0,0,0,"San Juan, Puerto Rico",368673,76365,168540,47189.0,,,22356,11276,155142,47246,65165,21632.0,,,15125,7095,42.1,61.9,38.7,45.8,,,67.7,62.9,72,127
1088,1882,Rhode Island,Kent,2013,362,315,41,6,0,0,0,143,54,36,0,0,216,0,146,0,"Kent, Rhode Island",163027,31020,79250,,,,7800,3372,11165,2219,4850,,,,901,444,6.8,7.2,6.1,,,,11.6,13.2,44,3
1089,1883,Rhode Island,Providence,2013,365,241,118,6,0,0,0,150,65,44,0,4,174,0,186,1,"Providence, Rhode Island",601768,130541,293228,59248.0,,21743.0,32184,15783,111704,38634,51690,18215.0,,3752.0,13532,6300,18.6,29.6,17.6,30.7,,17.3,42.0,39.9,44,7
1090,1884,Rhode Island,Washington,2013,360,318,33,8,1,0,0,169,54,38,0,0,235,0,125,0,"Washington, Rhode Island",120522,23104,59491,,,,4915,2942,11346,1861,5187,,,,1083,560,9.4,8.1,8.7,,,,22.0,19.0,44,9
1091,1886,South Carolina,Aiken,2013,219,209,10,0,0,0,0,80,49,37,0,0,219,0,0,0,"Aiken, South Carolina",161216,35807,78246,39968.0,,,10087,4901,30039,10944,13703,13070.0,,,4658,2042,18.6,30.6,17.5,32.7,,,46.2,41.7,45,3
1092,1887,South Carolina,Anderson,2013,221,211,10,0,0,0,0,80,46,34,0,0,221,0,0,0,"Anderson, South Carolina",188331,44521,91559,31432.0,,,7797,3443,30570,10140,12125,8966.0,,,2994,1284,16.2,22.8,13.2,28.5,,,38.4,37.3,45,7
1093,1888,South Carolina,Berkeley,2013,234,230,4,0,0,0,0,71,46,32,0,0,234,0,0,0,"Berkeley, South Carolina",190553,46764,93933,47801.0,,,9873,5081,30290,12145,14253,10677.0,,,2980,1804,15.9,26.0,15.2,22.3,,,30.2,35.5,45,15
1094,1889,South Carolina,Charleston,2013,365,302,63,0,0,0,0,84,55,37,0,12,108,1,244,0,"Charleston, South Carolina",360424,74277,171905,102945.0,,,15517,8037,62811,18788,26800,29481.0,,,6035,2999,17.4,25.3,15.6,28.6,,,38.9,37.3,45,19
1095,1893,South Carolina,Darlington,2013,227,216,11,0,0,0,0,93,47,36,0,0,227,0,0,0,"Darlington, South Carolina",66697,15644,31510,26730.0,,,4995,2410,20200,6915,8901,10879.0,,,2936,1218,30.3,44.2,28.2,40.7,,,58.8,50.5,45,31
1096,1895,South Carolina,Florence,2013,219,151,68,0,0,0,0,74,62,41,0,0,0,0,219,0,"Florence, South Carolina",134671,33272,64120,55329.0,,,8066,4391,25893,8282,11323,16519.0,,,3438,1871,19.2,24.9,17.7,29.9,,,42.6,42.6,45,41
1097,1897,South Carolina,Greenville,2013,365,281,84,0,0,0,0,93,58,41,0,42,151,0,169,3,"Greenville, South Carolina",461920,110893,223599,84255.0,,9391.0,16853,8782,76809,29762,32054,23842.0,,2628.0,6036,3457,16.6,26.8,14.3,28.3,,28.0,35.8,39.4,45,45
1098,1898,South Carolina,Lexington,2013,365,284,81,0,0,0,0,80,56,36,0,0,0,15,331,19,"Lexington, South Carolina",270307,63724,131116,39581.0,,,10857,6300,33791,10972,14941,6590.0,,,3770,2327,12.5,17.2,11.4,16.6,,,34.7,36.9,45,63
1099,1899,South Carolina,Oconee,2013,320,319,1,0,0,0,0,67,41,1,0,0,145,175,0,0,"Oconee, South Carolina",74352,15070,36716,,,,2293,1583,13110,4970,4933,,,,470,397,17.6,33.0,13.4,,,,20.5,25.1,45,73
1100,1900,South Carolina,Pickens,2013,237,218,19,0,0,0,0,97,49,38,0,0,237,0,0,0,"Pickens, South Carolina",112570,22736,56451,7528.0,,,4957,3135,21406,4376,10274,2115.0,,,2022,1463,19.0,19.2,18.2,28.1,,,40.8,46.7,45,77
1101,1901,South Carolina,Richland,2013,365,274,91,0,0,0,0,97,57,41,1,6,153,3,200,2,"Richland, South Carolina",367827,86555,173072,174200.0,,9719.0,21530,11135,68386,21015,29970,43740.0,,1800.0,8269,3439,18.6,24.3,17.3,25.1,,18.5,38.4,30.9,45,79
1102,1902,South Carolina,Spartanburg,2013,356,262,93,1,0,0,0,105,59,41,0,0,132,0,224,0,"Spartanburg, South Carolina",282556,67789,135471,58171.0,,,12179,6175,53956,19296,20221,15779.0,,,4927,2364,19.1,28.5,14.9,27.1,,,40.5,38.3,45,83
1103,1903,South Carolina,York,2013,333,309,24,0,0,0,0,87,48,33,0,0,251,82,0,0,"York, South Carolina",234878,58736,112878,43205.0,1364.0,,8258,4903,29015,9348,12710,8091.0,324.0,,2493,1264,12.4,15.9,11.3,18.7,23.8,,30.2,25.8,45,91
1104,1910,South Dakota,Minnehaha,2013,364,258,106,0,0,0,0,99,65,43,0,1,232,0,129,2,"Minnehaha, South Dakota",175014,44315,88230,,,,3705,1710,18852,6213,9156,,,,1541,650,10.8,14.0,10.4,,,,41.6,38.0,46,99
1105,1911,South Dakota,Pennington,2013,365,270,95,0,0,0,0,94,59,37,0,17,0,0,184,164,"Pennington, South Dakota",103112,24783,51571,,8934.0,,2727,1467,16228,6448,6936,,3502.0,,562,227,15.7,26.0,13.4,,39.2,,20.6,15.5,46,103
1106,1913,Tennessee,Anderson,2013,295,279,16,0,0,0,0,77,47,35,0,0,237,58,0,0,"Anderson, Tennessee",74094,15873,36022,,,,2929,1663,16742,6646,7102,,,,1458,722,22.6,41.9,19.7,,,,49.8,43.4,47,1
1107,1914,Tennessee,Blount,2013,365,304,60,1,0,0,0,105,54,42,0,0,329,0,36,0,"Blount, Tennessee",122602,26007,59092,,,,4806,2667,19227,5231,7375,,,,1309,503,15.7,20.1,12.5,,,,27.2,18.9,47,9
1108,1916,Tennessee,Davidson,2013,365,242,122,1,0,0,0,101,60,45,0,1,97,0,267,0,"Davidson, Tennessee",637715,140555,307489,174091.0,,20701.0,25632,12335,113250,42856,53457,43391.0,,2491.0,10465,4938,17.8,30.5,17.4,24.9,,12.0,40.8,40.0,47,37
1109,1919,Tennessee,Hamilton,2013,288,226,61,1,0,0,0,101,59,43,0,0,211,0,77,0,"Hamilton, Tennessee",339371,74098,164064,67151.0,,6806.0,13300,6890,58171,20048,26941,23755.0,,590.0,4763,2337,17.1,27.1,16.4,35.4,,8.7,35.8,33.9,47,65
1110,1921,Tennessee,Knox,2013,362,245,117,0,0,0,0,87,60,44,0,0,106,0,256,0,"Knox, Tennessee",432500,93777,210093,39465.0,,,17484,9272,71417,19372,30609,16055.0,,,7420,3611,16.5,20.7,14.6,40.7,,,42.4,38.9,47,93
1111,1924,Tennessee,Madison,2013,114,88,26,0,0,0,0,68,55,33,0,0,0,0,114,0,"Madison, Tennessee",94818,22590,44937,38230.0,,,4380,2377,20702,7334,8781,11856.0,,,1430,684,21.8,32.5,19.5,31.0,,,32.6,28.8,47,113
1112,1925,Tennessee,Maury,2013,109,93,16,0,0,0,0,59,52,31,0,0,0,0,109,0,"Maury, Tennessee",81963,19139,38903,9993.0,,,3155,1261,10418,3613,4929,2518.0,,,655,131,12.7,18.9,12.7,25.2,,,20.8,10.4,47,119
1113,1928,Tennessee,Montgomery,2013,365,296,69,0,0,0,0,77,56,35,0,6,0,28,325,6,"Montgomery, Tennessee",180489,49800,89228,32827.0,,,6950,2989,28126,11563,12400,10745.0,,,2260,385,15.6,23.2,13.9,32.7,,,32.5,12.9,47,125
1114,1929,Tennessee,Putnam,2013,113,96,17,0,0,0,0,66,53,33,0,0,0,0,113,0,"Putnam, Tennessee",70509,15679,33670,,,,2829,1723,21922,7360,10024,,,,1695,1173,31.1,46.9,29.8,,,,59.9,68.1,47,141
1115,1931,Tennessee,Sevier,2013,364,299,65,0,0,0,0,100,58,44,0,0,364,0,0,0,"Sevier, Tennessee",92340,19674,44881,,,,3704,1617,14813,4989,7042,,,,693,193,16.0,25.4,15.7,,,,18.7,11.9,47,155
1116,1932,Tennessee,Shelby,2013,365,234,128,3,0,0,0,122,67,44,0,0,170,0,195,0,"Shelby, Tennessee",922086,237959,438107,485619.0,,22841.0,52727,23885,200990,85255,89994,145529.0,,1795.0,23009,9090,21.8,35.8,20.5,30.0,,7.9,43.6,38.1,47,157
1117,1933,Tennessee,Sullivan,2013,364,276,81,7,0,0,0,136,65,42,2,100,168,52,42,0,"Sullivan, Tennessee",153472,30229,73911,,,,6877,4672,28115,9430,12156,,,,2626,1785,18.3,31.2,16.4,,,,38.2,38.2,47,163
1118,1934,Tennessee,Sumner,2013,283,217,66,0,0,0,0,100,61,43,0,0,214,0,69,0,"Sumner, Tennessee",166583,39863,82057,,,,5087,2615,16987,5428,6587,,,,1132,350,10.2,13.6,8.0,,,,22.3,13.4,47,165
1119,1936,Tennessee,Williamson,2013,244,227,17,0,0,0,0,87,48,37,0,0,244,0,0,0,"Williamson, Tennessee",197851,56220,96316,,,,4148,2445,9752,4319,4307,,,,1078,665,4.9,7.7,4.5,,,,26.0,27.2,47,187
